,DEMOGRAPHIC,CONVENTIONAL(%)
0,Male,86.6023888329256
1,Female,13.3976111670744
2,GE,95.94186213843719
3,OC,1.4822276586559218
4,SC,2.129802849330839
5,ST,0.44610735357605413
